reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.7,55.087684715473216
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.75,64.89493154401336
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.8,74.89530606900074
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.85,86.41336167046384
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.9,99.67942530707184
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.95,114.95877891500017
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.975,123.44718755837143
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.99,128.83565041649905
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.01,35.453805475741596
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.025,35.453805475741596
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.05,35.453805475741596
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.1,35.453805475741596
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.15,35.453805475741596
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.2,36.258742209859456
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.25,37.34851259920531
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.3,38.470157373757345
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.35,40.41073516673427
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.4,46.579700269588834
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.45,53.66765727845546
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.5,61.811508592559065
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.55,71.16855098760487
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.6,79.92473976967548
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.65,85.49999272579011
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.7,91.45934880800854
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.75,97.82927053070347
